Sample;plate;mat_type;Day;Rat_name;Well;ID_no;Target;Dye;Task;D_Rn;Conc_ngul;Below std;Note;Action;Cq_mean;Cq_sd;quantity_mean;quantity_sd
F8R11;A3;Feces;8;R11;L1;Sample 77;PBU PBR;SYBR;Sample;0,062;1;;;;14,67638424;0,110740787;204023,3517;12873,44027
F8R15;A3;Feces;8;R15;L4;Sample 78;PBU PBR;SYBR;Sample;0,062;1;;;;12,17471466;0,02887639;827397,9796;13325,13175
F16R46;A3;Feces;16;R46;L7;Sample 79;PBU PBR;SYBR;Sample;0,062;1;;;;13,87939435;0,037906874;318462,7841;6751,024912
F21R47;A3;Feces;21;R47;B1;Sample 8;PBU PBR;SYBR;Sample;0,062;1;;;;15,07601891;0,294102724;164378,1731;27230,67747
F8R01;A3;Feces;8;R01;L10;Sample 80;PBU PBR;SYBR;Sample;0,062;1;;;;14,42235346;0,135863308;235372,9678;18097,68827
C8R30;A3;Cecum;8;R30;L13;Sample 81;PBU PBR;SYBR;Sample;0,062;1;;;;14,12256568;0,177699266;278776,9724;27265,05294
Il8R17;A3;Ileum;8;R17;L16;Sample 82;PBU PBR;SYBR;Sample;0,062;0,178;;LOW;;17,53602906;0,031855079;41069,59825;729,7936105
F0R16;A3;Feces;0;R16;M1;Sample 84;PBU PBR;SYBR;Sample;0,062;1;;;;14,82393833;0,105625981;187814,7767;11140,05407
F12R41;A3;Feces;12;R41;M4;Sample 85;PBU PBR;SYBR;Sample;0,062;1;;;;14,96872094;0,060405865;173048,1477;5808,204497
F12R35;A3;Feces;12;R35;M7;Sample 86;PBU PBR;SYBR;Sample;0,062;1;;;;13,35417005;0,121852863;427986,1323;28877,50142
Il21R47;A3;Ileum;21;R47;M10;Sample 87;PBU PBR;SYBR;Sample;0,062;1;;Pipetting error. Too much material;Exclude value (outlier);21,78458883;0,154944518;3808,729462;330,1421315
F8R28;A3;Feces;8;R28;M13;Sample 88;PBU PBR;SYBR;Sample;0,062;1;;;;12,22870587;0,215579778;806554,3743;96012,6589
F20R23;A3;Feces;20;R23;M16;Sample 89;PBU PBR;SYBR;Sample;0,062;1;;;;14,09765804;0,141174144;282354,4364;21996,14463
F16R35;A3;Feces;16;R35;B4;Sample 9;PBU PBR;SYBR;Sample;0,062;1;;;;13,69700483;0,164800468;353649,2223;31733,23662
Il8R05;A3;Ileum;8;R05;N1;Sample 91;PBU PBR;SYBR;Sample;0,062;1;;;;22,81418388;0,084742508;2137,129322;102,7418549
F8R30;A3;Feces;8;R30;N4;Sample 92;PBU PBR;SYBR;Sample;0,062;1;;;;13,43779248;0,155340187;408785,7674;34657,52038
F8R05;A3;Feces;8;R05;N7;Sample 93;PBU PBR;SYBR;Sample;0,062;1;;;;14,01779287;0,162030575;295459,4593;26100,01148
C8R13;A3;Cecum;8;R13;N10;Sample 94;PBU PBR;SYBR;Sample;0,062;1;;;;14,93466357;0,085711973;176448,3425;8354,342073
Il21R46;A3;Ileum;21;R46;N13;Sample 95;PBU PBR;SYBR;Sample;0,062;1;;;;20,49991912;0,06620473;7810,386433;289,0839393
F8R23;A3;Feces;8;R23;O1;Sample 98;PBU PBR;SYBR;Sample;0,062;1;;;;12,93410665;0,064326219;540921,5851;19588,21717
Il8R39;A3;Ileum;8;R39;O4;Sample 99;PBU PBR;SYBR;Sample;0,062;1;;;;15,24929104;0,069841782;147901,5479;5825,370971
WTR;A3;WTRQ;;;O22;Vand;PBU PBR;SYBR;Negative Control;0,062;;<STD curve;;;34,25209011;0,308564343;NA;NA
