"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3","ASV_0003",8.35330227238116e-05,0.00396781857938105,-6.70997458845708,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"4","ASV_0005",0.000189871422081601,0.00601259503258402,-4.84538458068501,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"5","ASV_0006",0.0056486507990625,0.0383301304222098,1.58397950739309,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Order_Clostridiales","Order_Clostridiales",NA
"8","ASV_0009",0.0103158591966897,0.049000331184276,3.5229926324278,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas",NA
"10","ASV_0012",0.000476950716704309,0.0113275795217273,2.82731176387324,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella",NA
"11","ASV_0013",0.00452209662775056,0.0331608040570631,-2.96463337878535,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"19","ASV_0029",0.0012496989466211,0.0197868999881675,3.41255685418558,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"36","ASV_0078",0.0100680165187733,0.049000331184276,1.07130954826097,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Ihubacter",NA
"38","ASV_0086",0.00453779423938759,0.0331608040570631,-3.36610937098418,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",NA
"39","ASV_0087",2.60541993097123e-05,0.00247514893442267,4.34347891268956,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena",NA
"45","ASV_0110",0.000761299889735336,0.0144646979049714,2.35850124522237,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"53","ASV_0143",0.00655636981272257,0.0415236754805763,2.29147326893254,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"56","ASV_0152",0.00218948065590376,0.0260000827888571,-3.95304252028978,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Family_Prevotellaceae",NA
"67","ASV_0188",0.00172230087858383,0.0233740833522091,1.99414656726356,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Family_Synergistaceae",NA
"73","ASV_0225",0.00946845289461208,0.049000331184276,1.24748632108345,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Family_Aerococcaceae",NA
"78","ASV_0249",0.00930643908259311,0.049000331184276,-2.8762700840402,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Family_Atopobiaceae",NA
"84","ASV_0329",0.00378572967481447,0.0331608040570631,0.756999596315181,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Family_Christensenellaceae",NA
"85","ASV_0338",0.00822192618933774,0.0488176867491928,-1.19244494975739,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum",NA
"87","ASV_0345",0.004230827347252,0.0331608040570631,-2.03216241676952,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Order_Bacteroidales","Order_Bacteroidales",NA
"88","ASV_0364",0.00395419590982596,0.0331608040570631,1.16239537175122,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens",NA
