"Df" "SumOfSqs" "R2" "F" "Pr(>F)"
"day" 1 0.0750945702219899 0.0248802333300888 1.44382414180512 0.108
"feed" 1 0.564789944490337 0.187125454741502 10.8590721605213 0.001
"PFOS" 1 0.0650306331371039 0.0215458630533684 1.250327391217 0.22
"day:feed" 1 0.0602489539793615 0.0199616034617286 1.158391266063 0.259
"day:PFOS" 1 0.0745245106058604 0.0246913619347345 1.43286375101251 0.148
"feed:PFOS" 1 0.0837300052575767 0.0277413142039402 1.60985544796364 0.069
"day:feed:PFOS" 1 0.0663991006965803 0.0219992619087554 1.27663856782815 0.197
"Residual" 39 2.02842448318953 0.672054907365883 NA NA
"Total" 46 3.01824220157833 1 NA NA
