"Df" "SumOfSqs" "R2" "F" "Pr(>F)"
"day" 1 0.077769101022218 0.0158029867522326 0.833485858532764 0.473
"feed" 1 0.562500014006204 0.114302211966306 6.0285614843961 0.002
"PFOS" 1 0.187948289721123 0.0381918306053084 2.01432496401393 0.104
"day:feed" 1 0.225457754013206 0.0458139010613085 2.41633048597128 0.07
"day:PFOS" 1 0.0954069911015105 0.0193870752860676 1.02251892902236 0.378
"feed:PFOS" 1 0.0803485672609148 0.0163271444223374 0.861131139296679 0.446
"day:feed:PFOS" 1 0.0528061181489574 0.0107304105946447 0.565946528153799 0.718
"Residual" 39 3.63892789399651 0.739444439311794 NA NA
"Total" 46 4.92116472927064 1 NA NA
