Phylum	Class	Order	Family	Genus	Species	OTU	contaminant	Control	Mock	Sample
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Lawsonibacter	Genus_Lawsonibacter	ASV_0482	FALSE	0	0	0.00162980568170884
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Lawsonibacter	Genus_Lawsonibacter	ASV_0655	FALSE	0	0	0.00041966842498003
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0002	FALSE	1.84022432346659	0.0609219195074972	8.67291136768571
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0332	FALSE	0	0.000189063079005679	0.00605935431043386
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0352	FALSE	0	0	0.00788434516261951
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0359	FALSE	0	0	0.00467480466027245
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0493	FALSE	0	0	0.00150863830158122
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0564	FALSE	0	0	0.0010018972998447
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0593	FALSE	0	0	0.000615947305209454
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0616	FALSE	0	0	0.000585721738979472
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Genus_Ligilactobacillus	ASV_0682	FALSE	0	0	0.000278591829494989
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0057	FALSE	0.12842602103658	6.75075174174964	0.00106051135382806
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0560	FALSE	0	0.0203975173152646	0
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0708	FALSE	0	0.00551433679885524	0
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0728	FALSE	0	0.007276822611294	0
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0734	FALSE	0	0.00405853478041778	0
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0750	FALSE	0.00257619084421774	0.000266215630271277	0.00022410248947759
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0753	FALSE	0	0.0056319139012071	0
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus_Limosilactobacillus	ASV_0803	FALSE	0	0.00147632293337976	0
Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Genus_Listeria	ASV_0592	FALSE	0	0.0156683671660535	0
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0072	FALSE	0.00571641016187434	0.000137809382062731	0.296867969515268
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0140	FALSE	0	0	0.050291521916932
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0263	FALSE	0	0	0.0119628624443378
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0324	FALSE	0	0	0.00603099221431426
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0381	FALSE	0	0	0.0044455761974687
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0408	FALSE	0	0	0.00400632625344008
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0505	FALSE	0	0	0.00156570056620056
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0542	FALSE	0	0	0.000821648394775663
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0577	FALSE	0	0	0.00116317797103287
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Genus_Longibaculum	ASV_0694	FALSE	0	0	0.000307989508777664
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Genus_Longicatena	ASV_0087	FALSE	0.0381975459194652	0.000494150819975047	0.179529240222085
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Genus_Longicatena	ASV_0192	FALSE	0.00555395769335616	0	0.0335682176083639
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Genus_Mailhella	ASV_0024	FALSE	0.211644268151734	0.00425671622843066	0.94856167436532
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Genus_Mailhella	ASV_0601	FALSE	0	0	0.000770524610369131
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Genus_Marvinbryantia	ASV_0181	FALSE	0.00298027060857126	0.000374137596105748	0.0358919549908486
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Genus_Marvinbryantia	ASV_0346	FALSE	0	0	0.00945769133061884
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Genus_Marvinbryantia	ASV_0378	FALSE	0	0	0.0037811737048661
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Massiliimalia	Genus_Massiliimalia	ASV_0248	FALSE	0	0.000203988380821828	0.0153735173166652
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Massiliimalia	Genus_Massiliimalia	ASV_0384	FALSE	0	0	0.00361965120866796
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Genus_Mediterraneibacter	ASV_0229	FALSE	0	0	0.0176136012462706
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Genus_Mediterraneibacter	ASV_0318	FALSE	0	0	0.00663588328450935
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Genus_Mediterraneibacter	ASV_0665	FALSE	0	0	0.00112567181495948
Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Genus_Meiothermus	ASV_0701	FALSE	0.0340333526856319	0	0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Monoglobus	Genus_Monoglobus	ASV_0086	FALSE	0.025748891520663	0.000101994190410914	0.233641498178569
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Monoglobus	Genus_Monoglobus	ASV_0447	FALSE	0	0	0.00236765188112479
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	Genus_Mucinivorans	ASV_0187	FALSE	0.00633778664927212	0	0.0342700606490686
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Genus_Neglecta	ASV_0244	FALSE	0.000964301556382712	0.000305982571232743	0.0176092940708843
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Genus_Neglecta	ASV_0646	FALSE	0	0	0.000536466015229818
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Genus_Neglecta	ASV_0738	FALSE	0	0	0.000193673219928
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Genus_Neglecta	ASV_0747	FALSE	0	0	0.000153600237128332
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Genus_Odoribacter	ASV_0142	FALSE	0.00662346977480696	0.000189063079005679	0.0552077280497356
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Genus_Odoribacter	ASV_0144	FALSE	0.00298027060857126	0.000189063079005679	0.0563140282913131
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Genus_Odoribacter	ASV_0159	FALSE	0.00730208820565483	0.000202620083465715	0.0477124213478777
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Genus_Odoribacter	ASV_0163	FALSE	0.0101790569324634	0.000426645139371635	0.0455089393917583
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Genus_Odoribacter	ASV_0210	FALSE	0	0.000137809382062731	0.0247290723236167
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0050	FALSE	0.105651897214689	0.00112790068253957	0.591752698538315
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0193	FALSE	0	0	0.0340168291582483
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0262	FALSE	0.00285820508093717	0.000305982571232743	0.0176129296771831
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0543	FALSE	0	0	0.00106473765016756
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0586	FALSE	0.000667320640894744	0	0.00103732947925582
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0608	FALSE	0	0	0.00071050573498875
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0649	FALSE	0	0	0.000651296162333508
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0676	FALSE	0	0	0.000418477845578633
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Genus_Oscillibacter	ASV_0814	FALSE	0	0	0.000104806715294813
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Paludicola	Genus_Paludicola	ASV_0335	FALSE	0	0	0.00572362431289211
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0177	FALSE	0.00289290466914814	0.000101994190410914	0.0289741061568875
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0292	FALSE	0.00149013530428563	0	0.0116824901162237
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0464	FALSE	0	0	0.00215579078643499
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0571	FALSE	0	0	0.00105329002009574
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0576	FALSE	0	0	0.00112810647008346
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0587	FALSE	0	0	0.000704403677013124
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0706	FALSE	0	0	0.000300803867136841
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0717	FALSE	0	0	0.000274425714399741
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0724	FALSE	0	0	0.000263914356253558
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0727	FALSE	0	0	0.000240527442755511
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Genus_Parabacteroides	ASV_0832	FALSE	0	0	3.69152357710419e-05
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0052	FALSE	0.0902691225933609	0.00173686969922795	0.398758609796933
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0064	FALSE	0.0463661732286588	0.00154576088486707	0.283480881907127
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0095	FALSE	0.0266632987483059	0	0.139326563296561
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0109	FALSE	0.0196622370156945	0	0.103151554296327
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0443	FALSE	0	0	0.00279452225752147
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0531	FALSE	0	0.000146765292943525	0.00134490028930641
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0637	FALSE	0	0	0.000541499024234991
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0714	FALSE	0	0	0.000225721095723576
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0838	FALSE	0	0.000257259719390483	2.26229643600704e-05
Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Genus_Paramuribaculum	ASV_0845	FALSE	0	0	2.32898556934194e-05
Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Genus_Parasutterella	ASV_0325	FALSE	0	0	0.00781610403864801
Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Genus_Parasutterella	ASV_0414	FALSE	0	0	0.00316315820451216
Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Genus_Parasutterella	ASV_0423	FALSE	0	0	0.00294958650745641
Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Genus_Parasutterella	ASV_0478	FALSE	0	0	0.00261371811196991
Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Genus_Parasutterella	ASV_0539	FALSE	0	0	0.00102040836241838
Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Peptococcus	Genus_Peptococcus	ASV_0074	FALSE	0.0394365706186185	0.00162294152986216	0.242087057945835
Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Peptococcus	Genus_Peptococcus	ASV_0157	FALSE	0.000964301556382712	0.000149702391645409	0.0478630766669772
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0017	FALSE	0.125835200706501	0.0034281391637946	1.14709878849999
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0037	FALSE	0.100467752721736	0.00207503668327651	0.658782306002064
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0056	FALSE	0.219129550956924	0.00083148447071678	0.308608954764994
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0061	FALSE	0.079997957780501	0.000291057269416594	0.319912130990818
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0278	FALSE	0.00915377171850803	0	0.0150060605115126
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0330	FALSE	0.00149013530428563	0.000517089870748832	0.00676463889011625
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0427	FALSE	0	0	0.00282449042114598
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0434	FALSE	0.00298027060857126	0	0.00342756706598092
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0436	FALSE	0	0	0.00420107696617536
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0494	FALSE	0.00189390352455446	0	0.00158070395406181
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0520	FALSE	0	0	0.00133871631683534
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0537	FALSE	0	0	0.00115946370223315
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0662	FALSE	0	0	0.000459356698000225
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0681	FALSE	0	0	0.000359913949163365
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Genus_Phocaeicola	ASV_0718	FALSE	0	0	0.000327676072216421
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	Genus_Phocea	ASV_0396	FALSE	0	0	0.00349449235728881
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0003	FALSE	1.47346439273702	0.029070266251449	8.56711648955649
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0004	FALSE	0.781464417029153	0.014970051104662	4.71447851785121
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0010	FALSE	0.159170448583218	0.00238231749898388	1.96990368791807
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0146	FALSE	0.00189390352455446	0.000137809382062731	0.057332060455642
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0452	FALSE	0	0	0.0025207636571323
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0548	FALSE	0	0	0.000970040498392858
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus_Prevotella	ASV_0550	FALSE	0	0	0.000943992097992632
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0015	FALSE	0.394125297408258	0.00369672372336635	1.34039619840006
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0139	FALSE	0.0076499388004896	0.000189063079005679	0.0570221334719416
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0418	FALSE	0	0	0.00412983364569834
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0526	FALSE	0	0	0.00126920697232155
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0579	FALSE	0	0	0.000659974182232679
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0645	FALSE	0	0	0.000582775528454122
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0660	FALSE	0	0	0.000805791733612615
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0663	FALSE	0	0	0.000615513855746787
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0668	FALSE	0	0	0.000443997587736283
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Genus_Prevotellamassilia	ASV_0775	FALSE	0	0	0.000109313542559269
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Genus_Pseudoflavonifractor	ASV_0128	FALSE	0.00853422830192741	0.000545242542532394	0.0703509016473708
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Genus_Pseudoflavonifractor	ASV_0772	FALSE	0	0	0.000149223111672135
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Genus_Pseudoramibacter	ASV_0266	FALSE	0.0197958011257002	0	0.0131258810096053
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Genus_Pseudoramibacter	ASV_0415	FALSE	0	0	0.00311931336239266
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Genus_Pseudoramibacter	ASV_0671	FALSE	0	0	0.000563465517088981
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Puia	Genus_Puia	ASV_0654	FALSE	0.0648722442152387	0	1.33471598044766e-05
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0001	FALSE	7.90639103368503	0.113817014668619	13.7579919723931
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0023	FALSE	0.500814862528539	0.00494394068660621	0.883681433243675
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0098	FALSE	0.0327896193353217	0.000808147140165426	0.107714926294334
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0127	FALSE	0.0791256763282164	0.000390314865115281	0.0468125528351489
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0186	FALSE	0.0140933138935485	0.000189063079005679	0.0252912875012689
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0201	FALSE	0.0388885872880721	0.000101994190410914	0.0220292837101098
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0286	FALSE	0	0.000100625893054801	0.0114200860663887
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0299	FALSE	0.00633778664927212	0.000503129465274004	0.00859529620603487
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0454	FALSE	0.00919261697228351	0.000100625893054801	0.00183273646741276
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0496	FALSE	0	0	0.00163141826361866
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Genus_Romboutsia	ASV_0500	FALSE	0	0	0.00102079607835322
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Genus_Roseburia	ASV_0228	FALSE	0.0025499796001632	0	0.0246710022806881
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Genus_Roseburia	ASV_0334	FALSE	0	0	0.00458021273090512
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Genus_Rothia	ASV_0029	FALSE	0.0609468724064408	0.00233034476199785	0.766296937444334
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Genus_Ruminococcus	ASV_0082	FALSE	0.00616546481615378	0	0.259049478334274
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Genus_Ruminococcus	ASV_0650	FALSE	0	0	0.000542627899958223
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Genus_Ruthenibacterium	ASV_0148	FALSE	0.00755439606099474	0.000378126158011359	0.0448929641962393
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Genus_Ruthenibacterium	ASV_0721	FALSE	0	0	0.000430968123900211
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Genus_Salmonella	ASV_0028	FALSE	0.469642774259942	16.434291604307	0.00218841338040724
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Genus_Salmonella	ASV_0499	FALSE	0	0.0321508335829323	0
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Genus_Salmonella	ASV_0761	FALSE	0	0.0027686448350942	0
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Genus_Sellimonas	ASV_0009	FALSE	0.856894600048572	0.0126892477639767	2.35102919293567
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Genus_Sellimonas	ASV_0540	FALSE	0	0	0.00207953929602246
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Genus_Sellimonas	ASV_0569	FALSE	0	0	0.00163128416361393
Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Genus_Staphylococcus	ASV_0355	FALSE	0.0036600541688017	0.0152596173908699	0.00485407349527312
Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Genus_Staphylococcus	ASV_0529	FALSE	0	0.0260216407414259	2.35301346152963e-05
Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Genus_Staphylococcus	ASV_0603	FALSE	0	0.0152153550772436	2.07059745065357e-05
Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Genus_Staphylococcus	ASV_0707	FALSE	0	0	0.000339861487513715
Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Genus_Staphylococcus	ASV_0756	FALSE	0	0	0.000238534483619839
Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Genus_Staphylococcus	ASV_0796	FALSE	0.0419166382856095	0	1.22183979994084e-05
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Genus_Stomatobaculum	ASV_0108	FALSE	0.0172759875565994	0.000137809382062731	0.0867638826257851
Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Genus_Streptococcus	ASV_0100	FALSE	0.00675011089467898	0.000119450337327753	0.119366597096373
Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Genus_Streptococcus	ASV_0179	FALSE	0	0	0.0340774539938959
Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Genus_Streptococcus	ASV_0234	FALSE	0	0	0.0189389949817237
Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Genus_Streptococcus	ASV_0752	FALSE	0	0	0.000424983534407385
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Genus_Turicibacter	ASV_0062	FALSE	0.00801185030331184	0.000239013304367213	0.253642829882715
