Phylum	Class	Order	Family	Genus	Species	OTU	contaminant	Control	Mock	Sample
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Genus_Turicibacter	ASV_0547	FALSE	0	0	0.000869973654542535
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	goldsteinii	ASV_0043	FALSE	0.119218978790783	0.00167603623142491	0.52597197492434
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	guangdongensis/hankookensis/oligophenolica/panni/phyllosphaerae	ASV_0522	FALSE	0.225754683112789	0	0.000468914936569997
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	hadrus	ASV_0058	FALSE	0.0543935350880658	0.000821704144625461	0.305891235520533
Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	hongkongensis	ASV_0511	FALSE	0	0	0.00147405287226839
Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	hongkongensis	ASV_0612	FALSE	0	0	0.000709286454278574
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hydrogenotrophica	ASV_0366	FALSE	0.0036600541688017	0	0.00425873252038438
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners	ASV_0839	FALSE	0.00578580933829627	0	0
Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	innocua/ivanovii/marthii/monocytogenes/seeligeri/welshimeri	ASV_0040	FALSE	0.245171486071396	11.7655916826599	0.00180557775381797
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	inops	ASV_0030	FALSE	0.127876749063715	0.00350034208303054	0.757284288706039
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis	ASV_0016	FALSE	0.276533360023272	0.00680646429122077	1.35560248462589
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	intestinalis	ASV_0005	FALSE	0.671005841327071	0.0227816954730071	3.85105318378228
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	laneus	ASV_0197	FALSE	0.00760693892850302	0.000146765292943525	0.0274425376888902
Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	lemanii	ASV_0417	FALSE	0	0	0.00377191518837905
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	luti/obeum/wexlerae	ASV_0051	FALSE	0.0173254025898935	0.000203988380821828	0.384646852992159
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica	ASV_0817	FALSE	0.0125359202329753	0	0
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	merdae	ASV_0120	FALSE	0.0183343299472663	0.000378126158011359	0.0868141047315989
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	merdae	ASV_0168	FALSE	0.00378780704910892	0	0.0369792626395399
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	methylpentosum	ASV_0372	FALSE	0	0	0.00395009602473686
Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	minuta	ASV_0621	FALSE	0	0	0.000605373527624866
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	morganii	ASV_0371	FALSE	0.0025499796001632	0.000889141305257593	0.00402458732290673
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	morganii	ASV_0453	FALSE	0.0025499796001632	0	0.00201853155444245
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	morganii	ASV_0754	FALSE	0	0	0.000127675198089162
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	obesi	ASV_0114	FALSE	0.0128037363409708	0	0.0935279131330645
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0345	FALSE	0	0	0.00734863104751724
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0563	FALSE	0	0	0.00109399602667904
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0614	FALSE	0	0	0.00107353142378748
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0695	FALSE	0	0	0.000290507557792115
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0739	FALSE	0	0	0.00023060883590411
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0835	FALSE	0	0	0.232306379421381
Bacteroidetes	Bacteroidia	Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	Order_Bacteroidales	ASV_0837	FALSE	0	0	3.41789703826536e-05
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0006	FALSE	0.662172453079816	0.0108680166158617	3.45672252643822
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0053	FALSE	0.0323086585725015	0.00359219850110791	0.366109684818213
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0063	FALSE	0.0307757729084589	0.000376244657180263	0.303455032321981
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0068	FALSE	0.0721168420608607	0.00203738910746478	0.278271887472555
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0070	FALSE	0.0788672135001259	0.00111086295609449	0.266874117101378
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0092	FALSE	0.00596054121714252	0.000203988380821828	0.134527938388109
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0118	FALSE	0.00451369341740505	0.000151026375246173	0.083014703999846
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0155	FALSE	0	0	0.0346547413519271
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0174	FALSE	0.00189390352455446	0.000239803572473645	0.0385848748952812
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0183	FALSE	0.0211508678150287	0	0.0371598679824901
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0190	FALSE	0.00553025020873446	0	0.0322512962092069
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0196	FALSE	0.0037163266182999	0.000137809382062731	0.0284586712818118
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0199	FALSE	0.00289290466914814	0	0.022595551702895
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0205	FALSE	0.0120642569443358	0	0.0294831433740274
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0256	FALSE	0	0.000509970952054571	0.013513396120336
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0258	FALSE	0	0	0.0141634001635647
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0267	FALSE	0.00257619084421774	0	0.0138498869836263
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0279	FALSE	0.00149013530428563	0.000137809382062731	0.0135902602059007
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0291	FALSE	0.000964301556382712	0	0.0125714798805828
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0317	FALSE	0	0	0.00854662241268782
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0328	FALSE	0	0	0.00562904655835649
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0333	FALSE	0	0	0.00793634507601969
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0341	FALSE	0	0	0.0054456572107164
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0348	FALSE	0	0.000149702391645409	0.00765142573549392
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0377	FALSE	0	0	0.00397065405639388
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0386	FALSE	0.000964301556382712	0	0.0044622439684705
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0394	FALSE	0	0	0.0044360969139834
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0406	FALSE	0	0	0.00407713637002865
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0410	FALSE	0.000964301556382712	0	0.00396440226801746
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0437	FALSE	0	0	0.002780035855459
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0444	FALSE	0.00169505890329689	0.000137809382062731	0.00295528490597617
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0484	FALSE	0	0	0.00219876994793547
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0488	FALSE	0	0.000149702391645409	0.00235731917547638
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0489	FALSE	0	0	0.00180096086992988
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0491	FALSE	0	0	0.0015018048764542
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0495	FALSE	0	0	0.00241473705131778
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0506	FALSE	0	0	0.0016036578805627
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0513	FALSE	0	0	0.0017434662772254
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0518	FALSE	0	0	0.00125303514165692
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0521	FALSE	0	0	0.00130193207629652
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0554	FALSE	0	0	0.00117714854003255
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0559	FALSE	0	0	0.000921961421664852
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0598	FALSE	0	0	0.00187980240991761
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0617	FALSE	0	0	0.000645357767786478
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0635	FALSE	0	0	0.000650640535204511
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0638	FALSE	0	0	0.000906243312633682
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0640	FALSE	0	0	0.000707078666884381
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0643	FALSE	0	0	0.000729290935714103
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0672	FALSE	0	0	0.000460693781748217
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0687	FALSE	0	0	0.000416702301684816
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0692	FALSE	0	0	0.000283778687607963
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0696	FALSE	0	0	0.000274452675284142
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0697	FALSE	0	0	0.000333079082475781
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0705	FALSE	0	0	0.000287848270029944
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0715	FALSE	0	0	0.000417979437507519
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0737	FALSE	0	0	0.000190037847519268
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0742	FALSE	0	0	0.000181159503683636
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0746	FALSE	0	0	0.000169866452857138
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0760	FALSE	0	0	0.000162421773632238
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0763	FALSE	0	0	0.000221396286132873
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0773	FALSE	0	0	0.000129593024369762
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0778	FALSE	0	0	0.000126120144389777
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0783	FALSE	0	0	0.000125412679332724
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0786	FALSE	0	0	0.000128208516624937
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0789	FALSE	0	0	0.000252765136437404
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0802	FALSE	0	0	0.000122857481708079
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0806	FALSE	0	0	5.96874913191037e-05
Firmicutes	Clostridia	Clostridiales	Order_Clostridiales	Order_Clostridiales	Order_Clostridiales	ASV_0807	FALSE	0	0	0.000114122831180142
Actinobacteria	Coriobacteriia	Coriobacteriales	Order_Coriobacteriales	Order_Coriobacteriales	Order_Coriobacteriales	ASV_0722	FALSE	0	0	0.000267267513855487
Acidobacteria	Acidobacteria_Gp2	Gp2	Order_Gp2	Order_Gp2	Order_Gp2	ASV_0620	FALSE	0.125151913131771	0	0
Firmicutes	Bacilli	Lactobacillales	Order_Lactobacillales	Order_Lactobacillales	Order_Lactobacillales	ASV_0403	FALSE	0	0	0.0167781617859355
Firmicutes	Bacilli	Lactobacillales	Order_Lactobacillales	Order_Lactobacillales	Order_Lactobacillales	ASV_0416	FALSE	0	0	0.00427215343592907
Actinobacteria	Actinobacteria	Micrococcales	Order_Micrococcales	Order_Micrococcales	Order_Micrococcales	ASV_0541	FALSE	0.183026781274107	0	1.63017753533183e-05
Proteobacteria	Alphaproteobacteria	Rhizobiales	Order_Rhizobiales	Order_Rhizobiales	Order_Rhizobiales	ASV_0702	FALSE	0.0482150778191356	0.000119450337327753	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Order_Sphingomonadales	Order_Sphingomonadales	Order_Sphingomonadales	ASV_0740	FALSE	0.031165298856328	0	0
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	ASV_0135	FALSE	0.0150532310655891	0.000101994190410914	0.0606719514923667
Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	ASV_0471	FALSE	0	0	0.00176477785448824
Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	ASV_0606	FALSE	0.00149013530428563	0	0.000695964287848893
Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	Phylum_Actinobacteria	ASV_0777	FALSE	0.0400933080623998	0	0
Bacteroidetes	Phylum_Bacteroidetes	Phylum_Bacteroidetes	Phylum_Bacteroidetes	Phylum_Bacteroidetes	Phylum_Bacteroidetes	ASV_0685	FALSE	0.0774441399696917	0	0
Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	ASV_0720	FALSE	0.0414649669244566	0	0
Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	Phylum_Candidatus_Saccharibacteria	ASV_0822	FALSE	0.0106073171202098	0	0
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0096	FALSE	0.0254395322073477	0.00102590649212866	0.134768398660006
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0145	FALSE	0.0157860862348213	0	0.0561709245536182
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0231	FALSE	0	0.000137809382062731	0.0192735085584689
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0304	FALSE	0.00169505890329689	0	0.0110244497604258
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0307	FALSE	0	0.000343124444728874	0.00961810603182347
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0314	FALSE	0	0	0.00885460979547752
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0316	FALSE	0.00169505890329689	0	0.010608092939903
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0336	FALSE	0	0	0.0103175557553034
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0413	FALSE	0	0	0.00393823896333321
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0432	FALSE	0	0	0.00441245802307475
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0459	FALSE	0	0	0.00278305491426591
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0483	FALSE	0	0	0.00218390294590334
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0523	FALSE	0	0	0.00152335962769974
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0524	FALSE	0	0	0.00153617990847745
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0549	FALSE	0	0	0.000794052062895714
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0642	FALSE	0	0	0.000639238928891647
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0781	FALSE	0	0	0.000176312435684593
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0792	FALSE	0	0	9.97223932974331e-05
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0808	FALSE	0	0	8.70017550349398e-05
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0810	FALSE	0	0	8.13177878665046e-05
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0819	FALSE	0	0	0.000108087711097884
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0847	FALSE	0	0	1.96023660055769e-05
Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	Phylum_Firmicutes	ASV_0848	FALSE	0	0	1.4739969207823e-05
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	plautii	ASV_0268	FALSE	0.00289290466914814	0	0.0153244368994555
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	plautii	ASV_0313	FALSE	0	0	0.00949736821134654
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	ASV_0134	FALSE	0	0	0.054336840136549
Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	propionicifaciens	ASV_0798	FALSE	0.0163931264585061	0	0
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	pseudolongum	ASV_0117	FALSE	0	0.000650358961045828	0.0701496993791062
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII	saccharogumia	ASV_0123	FALSE	0	0	0.052371659779458
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII	saccharogumia	ASV_0207	FALSE	0	0	0.0260393687593169
Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	schaedleri	ASV_0338	FALSE	0	0	0.00713610731575885
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	senegalensis	ASV_0260	FALSE	0.00358896242785135	0.000137809382062731	0.0165331915127053
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	stercorihominis	ASV_0391	FALSE	0.000964301556382712	0	0.00387852803309038
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	stercoris	ASV_0124	FALSE	0.0210909939008554	0.000101994190410914	0.0715309014897131
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	ASV_0073	FALSE	0.0719329844320896	0.00139073430506253	0.248154830048486
Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	urinaeequi/viridans	ASV_0516	FALSE	0	0	0.00128777373741284
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	valericigenes	ASV_0360	FALSE	0	0	0.00676802619601674
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	virosa	ASV_0054	FALSE	0.0868872925396544	0.00108376590429089	0.384618297361396
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	wadsworthia	ASV_0046	FALSE	0.108555738208954	0.00413389638626076	0.515197392633446
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	xylanisolvens	ASV_0099	FALSE	0.0501515896253729	0.000868015895683758	0.12265883549916
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	aerolatum/brachiatum/dankookense/fujisawaense/komagatae/longum/mesophilicum/oryzae/phyllosphaerae/phyllostachyos/pseudosasicola/radiotolerans/tardum	ASV_0357	TRUE	1.89297444340046	0.00240017681397846	0.000182734040313573
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	alaskensis/chilensis/ginsengisoli/granuli/indica/macrogoltabida/panaciterrae/soli/witflariensis	ASV_0456	TRUE	0.480961498046502	0.000291057269416594	4.18806351171346e-05
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	aquatica/puraquae/saccharophila	ASV_0374	TRUE	1.3089568400989	0.000624101242716562	0.000346118039424865
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	aquatica/saccharophila/soli	ASV_0265	TRUE	3.77182757169565	0.00367665434384875	0.000366477453593435
Proteobacteria	Betaproteobacteria	Class_Betaproteobacteria	Class_Betaproteobacteria	Class_Betaproteobacteria	Class_Betaproteobacteria	ASV_0349	TRUE	1.19602273121909	0.000656267550167676	0.00152909406465747
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	commune	ASV_0379	TRUE	0.650471284521925	0.000721250602740233	0.000427582986355627
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	delicatus/fontanus	ASV_0387	TRUE	1.02638519632574	0.000836246978624402	0.000113593620373033
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	detusculanense/insidiosa/mannitolilytica/pickettii/solanacearum/syzygii	ASV_0200	TRUE	7.51989481328571	0.00377267561430317	0.00242489946759277
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	echinoides/fennica/haloaromaticamans/laterariae/parapaucimobilis/paucimobilis/pseudosanguinis/roseiflava/sanguinis/wittichii/yabuuchiae	ASV_0712	TRUE	0.206725842698958	0	5.36338113983112e-06
Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Family_Acidibacter	Family_Acidibacter	ASV_0656	TRUE	0.151929933734047	0.000377612954536376	2.6946750004221e-05
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Family_Bradyrhizobiaceae	Family_Bradyrhizobiaceae	ASV_0619	TRUE	0.14166226835221	0.000203988380821828	3.97558339797963e-06
