"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"40","ASV_0074",0.00936532879679765,0.0370142693624098,0.873757590642797,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcus","Genus_Peptococcus"
"41","ASV_0078",0.0125965133406442,0.0435479461205129,1.90758517886044,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Ihubacter","Genus_Ihubacter"
"42","ASV_0086",0.000109837672656661,0.00221505973190933,-3.36429137621442,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus","Genus_Monoglobus"
"43","ASV_0087",3.00042961548566e-06,0.000363051983473764,4.33499134119963,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Genus_Longicatena"
"45","ASV_0090",0.00588290035303894,0.0277401670492787,0.570666213855223,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Family_Desulfovibrionaceae","Family_Desulfovibrionaceae"
"49","ASV_0102",0.00596069705191113,0.0277401670492787,-3.79946573911158,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Genus_Holdemanella"
"54","ASV_0114",0.00165766598853246,0.0117986814477899,-1.95366402821195,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","obesi"
"55","ASV_0117",0.00916412807614169,0.0370142693624098,-2.84339229442063,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","pseudolongum"
"59","ASV_0124",0.00480189838398529,0.0264104411119191,-2.31757240243815,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"60","ASV_0125",0.00967986692516237,0.0370142693624098,3.16256496533313,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus","cateniformis"
"63","ASV_0135",0.00505585549542169,0.0265981963020011,-1.63358068076239,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"66","ASV_0143",8.85684824127673e-05,0.00214335727438897,2.7714273234134,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","epidermidis/haemolyticus/petrasii"
"69","ASV_0152",2.66433434568735e-05,0.00107461485276057,-4.20067707259358,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Family_Prevotellaceae","Family_Prevotellaceae"
"70","ASV_0154",0.00453036080911882,0.0261035075192084,1.62955856576469,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Genus_Anaerotruncus"
"85","ASV_0203",0.000251887854375606,0.00338649226438315,2.49939342430234,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Family_Peptococcaceae_1","Family_Peptococcaceae_1"
"86","ASV_0211",0.00421512553000103,0.0255015094565062,2.75074169542376,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridium","Genus_Erysipelatoclostridium"
"87","ASV_0214",0.00557816857017694,0.0277401670492787,2.44355082814145,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","casseliflavus/faecium/gallinarum/saccharolyticus"
"88","ASV_0218",0.00642769151608198,0.0277768097659257,1.7980899059786,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli"
"96","ASV_0249",0.0106516791754179,0.0379074464772225,-2.61513864611862,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Family_Atopobiaceae","Family_Atopobiaceae"
"98","ASV_0260",0.000832985829113133,0.00839927377689076,-1.64149669889961,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","senegalensis"
"101","ASV_0275",0.000543970104278164,0.0059836711470598,3.7470840645742,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","Genus_Enterocloster"
"108","ASV_0345",0.00978889768262078,0.0370142693624098,-1.74356189607192,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Order_Bacteroidales","Order_Bacteroidales","Order_Bacteroidales"
"110","ASV_0364",0.00233661132445679,0.0157072205699595,1.56371578278236,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens","Genus_Ethanoligenens"
"112","ASV_0390",0.0147891256664089,0.0470916896219863,-1.77698138927212,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Genus_Lactobacillus"
"118","ASV_0465",0.0102644415799065,0.0376362857929905,1.16314010490068,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Harryflintia","Genus_Harryflintia"
